2020-10-22 14:42:58,063: Key.shift
2020-10-22 14:42:58,173: P
2020-10-22 14:42:58,891: Key.backspace
2020-10-22 14:42:59,824: Key.shift
2020-10-22 14:42:59,922: P
2020-10-22 14:43:00,205: u
2020-10-22 14:43:00,408: d
2020-10-22 14:43:00,517: e
2020-10-22 14:43:00,673: Key.space
2020-10-22 14:43:01,179: r
2020-10-22 14:43:01,283: e
2020-10-22 14:43:01,666: v
2020-10-22 14:43:01,797: i
2020-10-22 14:43:01,969: s
2020-10-22 14:43:02,126: a
2020-10-22 14:43:02,330: r
2020-10-22 14:43:02,484: Key.space
2020-10-22 14:43:02,844: u
2020-10-22 14:43:03,000: n
2020-10-22 14:43:03,110: Key.space
2020-10-22 14:43:03,363: p
2020-10-22 14:43:03,485: o
2020-10-22 14:43:03,643: c
2020-10-22 14:43:03,829: o
2020-10-22 14:43:03,954: Key.space
2020-10-22 14:43:04,111: a
2020-10-22 14:43:04,204: n
2020-10-22 14:43:04,400: t
2020-10-22 14:43:04,532: e
2020-10-22 14:43:04,766: s
2020-10-22 14:43:04,860: Key.space
2020-10-22 14:43:05,001: d
2020-10-22 14:43:05,168: e
2020-10-22 14:43:05,250: Key.space
2020-10-22 14:43:06,268: r
2020-10-22 14:43:06,377: e
2020-10-22 14:43:06,690: n
2020-10-22 14:43:06,860: d
2020-10-22 14:43:06,954: i
2020-10-22 14:43:07,181: r
2020-10-22 14:43:07,283: Key.space
2020-10-22 14:43:07,557: e
2020-10-22 14:43:07,704: l
2020-10-22 14:43:07,844: Key.space
2020-10-22 14:43:07,969: e
2020-10-22 14:43:08,291: x
2020-10-22 14:43:08,533: a
2020-10-22 14:43:08,641: m
2020-10-22 14:43:09,094: Key.backspace
2020-10-22 14:43:09,251: Key.backspace
2020-10-22 14:43:09,376: Key.backspace
2020-10-22 14:43:09,517: Key.backspace
2020-10-22 14:43:09,654: Key.backspace
2020-10-22 14:43:09,875: Key.backspace
2020-10-22 14:43:10,271: Key.backspace
2020-10-22 14:43:10,581: e
2020-10-22 14:43:10,672: l
2020-10-22 14:43:10,813: Key.space
2020-10-22 14:43:11,094: t
2020-10-22 14:43:11,268: e
2020-10-22 14:43:11,485: s
2020-10-22 14:43:11,736: t
2020-10-22 14:43:12,422: ,
2020-10-22 14:43:12,720: s
2020-10-22 14:43:13,126: Key.backspace
2020-10-22 14:43:13,344: Key.space
2020-10-22 14:43:13,533: s
2020-10-22 14:43:13,623: i
2020-10-22 14:43:13,813: n
2020-10-22 14:43:13,875: Key.space
2020-10-22 14:43:14,299: e
2020-10-22 14:43:14,454: m
2020-10-22 14:43:14,759: b
2020-10-22 14:43:14,907: a
2020-10-22 14:43:15,063: r
2020-10-22 14:43:15,345: g
2020-10-22 14:43:15,454: o
2020-10-22 14:43:15,603: Key.space
2020-10-22 14:43:16,706: s
2020-10-22 14:43:17,047: e
2020-10-22 14:43:17,173: Key.space
2020-10-22 14:43:17,344: p
2020-10-22 14:43:17,645: u
2020-10-22 14:43:17,812: d
2020-10-22 14:43:18,080: e
2020-10-22 14:43:18,172: o
2020-10-22 14:43:18,549: Key.backspace
2020-10-22 14:43:18,690: Key.backspace
2020-10-22 14:43:18,923: o
2020-10-22 14:43:19,109: Key.space
2020-10-22 14:43:20,234: Key.backspace
2020-10-22 14:43:20,722: Key.backspace
2020-10-22 14:43:20,752: Key.backspace
2020-10-22 14:43:20,782: Key.backspace
2020-10-22 14:43:20,811: Key.backspace
2020-10-22 14:43:21,079: Key.backspace
2020-10-22 14:43:25,156: Key.backspace
2020-10-22 14:43:25,344: Key.backspace
2020-10-22 14:43:29,314: s
2020-10-22 14:43:29,438: o
2020-10-22 14:43:29,615: n
2020-10-22 14:43:29,735: Key.space
2020-10-22 14:43:29,938: t
2020-10-22 14:43:30,048: e
2020-10-22 14:43:30,189: m
2020-10-22 14:43:30,384: a
2020-10-22 14:43:30,485: s
2020-10-22 14:43:30,641: Key.space
2020-10-22 14:43:32,794: q
2020-10-22 14:43:32,922: u
2020-10-22 14:43:33,110: e
2020-10-22 14:43:33,251: Key.space
2020-10-22 14:43:33,626: n
2020-10-22 14:43:33,860: o
2020-10-22 14:43:33,953: Key.space
2020-10-22 14:43:34,172: h
2020-10-22 14:43:34,266: e
2020-10-22 14:43:34,377: Key.space
2020-10-22 14:43:34,548: v
2020-10-22 14:43:34,657: i
2020-10-22 14:43:34,781: s
2020-10-22 14:43:35,031: t
2020-10-22 14:43:35,141: o
2020-10-22 14:43:35,203: Key.space
2020-10-22 14:43:35,297: e
2020-10-22 14:43:35,392: n
2020-10-22 14:43:35,515: Key.space
2020-10-22 14:43:35,688: m
2020-10-22 14:43:35,923: u
2020-10-22 14:43:36,089: c
2020-10-22 14:43:36,172: h
2020-10-22 14:43:36,376: o
